Label,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49
ham,-1.2655789,1.3451557,0.36690688,-1.8852909,0.5244337,-0.9639496,0.15834585,-0.16336292,0.072675586,0.639709,-0.09723879,-0.058384318,0.49516973,0.62911224,-0.64572567,0.28618222,-0.3641086,-0.15069239,-0.10710864,0.5049217,-0.4201212,-0.6042236,-0.39685524,-0.6788795,-0.9881557,0.1397738,-0.39654118,-0.18233287,0.76540303,0.79322845,-0.24314794,0.6041551,-0.022344338,0.45705128,-0.50443465,-0.9048742,-0.40493667,-0.11773806,0.39373037,-0.514754,-0.0013743043,-0.23173931,0.26663208,-0.047384262,1.0818658,0.00742954,-0.3478779,0.74149287,0.0644117,-0.18981627
ham,0.36815178,2.2433653,1.580131,0.3643694,0.9861683,1.0863814,-1.3890598,-0.313463,-0.15143451,0.46479803,-0.33736032,-0.40430936,0.4865914,0.2996365,0.3143283,-0.9875702,-0.009918928,-0.58601344,-0.1046014,-0.19393258,-0.24230438,0.20730154,0.16160744,-0.32385433,-0.19751018,0.046542693,0.20671621,-0.22903195,-0.16361843,0.32460654,0.4519967,-0.36931562,0.18491325,-0.34074315,-0.6176619,0.09597379,0.63581085,0.056806125,-0.037703104,-0.2820289,-0.10873014,-0.32388046,0.0044227093,-0.49428833,0.34832615,-0.14346218,-0.71404207,0.42467406,-0.53674334,-0.03667266
ham,-0.50980234,0.13794702,-0.6998476,0.13715026,-0.3981536,0.10020924,1.1897287,0.5206183,-0.53950393,-0.5924357,0.5631133,-0.3739896,1.0402439,0.10826377,-0.40847707,-0.2182484,0.027462661,-1.5100564,-0.17275685,0.123568624,-0.75492054,-0.36194614,-0.042933047,-0.370865,-0.06566888,0.010136697,-0.7231219,-0.197732,0.74473524,-0.7519837,0.09950268,0.12332992,-0.69325626,-0.40709493,0.19197857,0.34575886,-0.72861624,-0.25849006,-0.16534351,-0.57278,0.87314403,-0.23248073,-0.67733353,-0.39906156,0.40740722,-0.6689656,-0.07998515,0.30720028,-0.05790937,-0.2711267
ham,-0.36401343,-0.20383686,1.0776017,1.149589,1.4175329,-0.50545305,-0.24791491,-2.2179735,0.74435884,-1.3360614,0.25742245,-0.3190233,-0.49692056,-0.89274365,-0.23826097,-0.12514228,0.44104904,0.19328633,-0.076224655,-0.60745853,1.098908,-0.6754063,0.17872185,-1.1219232,0.3601676,-1.1040919,0.27776778,0.37080473,-0.6334121,-0.012066394,0.05140166,-0.05930136,-1.0742085,-0.7077513,-0.5688843,0.6455033,-0.17989725,0.13297993,-0.564563,-0.15673353,-0.56151325,-0.5812495,0.27789783,0.8401718,-0.5678948,-0.57640743,-0.4600367,0.23068878,0.16943789,-0.28735113
ham,0.75633496,-0.07871896,-2.484062,1.1427797,0.3730573,0.03272886,-0.28770477,-0.06412786,1.7791324,-0.46325108,-1.1594503,0.32399222,1.3144835,0.70601964,0.97829515,2.0356991,-0.2774332,1.5986633,-0.08216621,0.054218873,0.8280173,-0.8104802,-0.75658506,0.8487566,0.74487114,-0.17172652,-0.36532262,-1.1577895,-0.47853395,-0.7942719,0.040863596,-0.19122052,-0.06113539,0.90039766,0.13217546,0.98078287,0.3836786,-0.14518863,0.035136703,0.052260753,-1.7261989,-0.6399487,-0.015932888,0.11098072,-0.40851244,0.56709015,-0.08834397,-0.0715383,0.50953364,-0.30175188
ham,0.38949874,0.6673247,0.007969737,-0.38908184,-1.6408005,-0.7874357,-1.1572877,1.3087741,-0.6694298,0.92294323,1.0461369,0.41350386,1.5562906,0.10975037,0.45419008,0.692648,-0.31448826,-0.42942375,-1.2967588,0.19350775,0.032516003,-0.9313087,-0.26108328,-0.37968463,0.9028033,-0.39284265,-0.42406672,-0.6764554,-0.7816367,-0.41080093,-0.13434383,0.21086936,0.41988373,0.037507698,0.31814358,1.1000485,-0.38468698,-0.052087735,-0.50596404,0.2563618,0.6653761,0.105024844,0.31485748,-0.27470875,-0.00034493208,-0.12860489,-0.2718635,0.24239942,0.1546427,0.5951195
ham,-0.8336499,0.48236495,0.6632955,-1.5552651,-0.22911078,-0.4144747,0.43553632,-0.35257158,-0.29194358,0.9625821,-1.4204983,1.8611888,-1.5234224,-1.212262,1.5167809,0.887901,1.1072326,0.23122188,-0.039375808,1.0739503,-0.24532866,-1.5343895,0.25082594,-0.25016624,-1.3874621,0.8034186,-1.3735557,-0.40771002,0.20024371,-0.43773925,-0.08169591,-0.32992542,-0.15411818,0.12284936,0.1306456,0.061259508,-1.0259589,1.0713695,0.05501454,0.30164808,0.03792593,-0.6946211,-0.9917846,0.304891,-0.19403121,-0.71320105,-0.111179195,0.7270272,0.26088402,0.76097244
ham,-1.4676414,-0.361356,0.2790408,0.815474,-0.08530474,1.6991237,-0.82505393,-0.12195143,-1.4264802,0.6541835,-0.71562344,0.56806225,0.6071739,-0.16230242,-0.3169425,0.15857697,0.45318198,-1.0330651,-0.20042491,0.46145055,0.47729278,-1.3315045,-0.3807705,-0.85368127,-1.1829399,0.91263837,0.16837123,1.2307868,0.5405909,0.5334016,-0.97272366,0.5055974,-1.182997,-0.4624721,0.4312389,0.5950525,0.8603142,-0.6221777,-0.12691906,0.18949771,-0.45662546,0.32335624,0.86242306,-0.062698096,-0.7614486,-0.127228,0.08752594,-0.41069216,-0.9794709,-0.13090467
ham,0.26412,-0.4019813,-0.071676016,1.018886,1.040443,1.5839891,0.87949747,0.75455356,-0.7773919,0.3667755,0.5106791,0.44157794,0.11301102,-0.52222675,-0.19277377,0.18195266,0.0076037943,-0.9546311,0.15339206,0.6942723,-0.7196403,0.9893437,-1.0515239,-0.055936962,0.8565873,-0.40324283,-0.18932208,-0.55064166,-0.18573737,0.56820476,0.13356891,-0.25246468,0.6711078,-0.13224149,-0.27564147,0.17784053,0.90434337,-0.5148633,0.01464786,-0.49600035,0.21108896,0.253918,0.6716958,1.126241,-0.6167306,0.862087,0.32703334,-0.41937253,-0.48082358,-0.77569723
ham,-1.2770786,-0.40850717,-0.8210428,0.5114354,0.98371,0.8206897,0.07418895,0.04531158,0.17994428,-0.8200613,-0.25152147,0.29980174,-0.76006866,0.22750685,-0.5285763,0.38472944,0.1859614,0.28666154,-0.48514256,-1.5760441,0.5207454,-0.3100396,-0.7175765,-0.60907,0.28483686,0.7985197,0.51042604,-0.19125769,-0.46888852,0.33269277,0.77652323,-0.6019223,0.11648136,-0.06158106,1.0377018,-0.051615566,-0.46676898,0.0054361,1.2791163,-0.9609489,0.6170571,0.7510669,-0.08786951,0.12693267,0.07511717,-0.09971514,-0.3076825,0.17283937,-0.9174275,-1.3398346
ham,-0.5966909,-0.6286119,-1.8266804,0.72774047,-0.6234622,-1.3656809,-1.4052879,-0.03993927,1.7360436,0.98239434,0.0602541,-0.44203308,-1.5597159,-1.4734154,-1.2114168,0.112142146,0.19522366,-0.41156888,-0.06706104,0.7396502,0.7551322,0.4744425,-0.9786181,-0.63579106,0.79437995,-1.4311402,-1.694488,0.797311,-1.2407982,0.7902705,0.8369162,0.12121682,0.1934411,1.2193855,-0.14597395,0.61574256,-0.06767455,-0.68344593,1.0278345,-0.45383507,-0.46317935,0.23668058,-0.1350005,-0.35932457,0.36667156,-0.020935088,0.25372344,-0.8607967,-0.17096817,-0.10705366
ham,-0.12666833,1.1175878,0.1504457,-2.0653532,1.4873598,-0.13934109,-0.7171109,-0.5201949,0.24285732,0.24280012,0.07214692,1.3050439,-0.09559929,-0.54582727,0.8733998,0.843563,1.2832619,-0.05668485,0.25513878,0.7611114,1.2184343,-0.5811599,0.5096305,-0.2638749,0.21169612,-0.7362067,0.15627941,0.6584634,-0.21066634,0.0010937452,0.64811265,-0.33072555,-0.7435227,-0.3880982,-0.2816702,0.41926146,0.22190502,-0.6222874,-0.04910316,-0.6100712,-0.52911305,-0.7817222,0.18263789,0.026832923,-0.20722058,-0.83594644,-0.6966915,0.38578567,-0.16113043,-0.35826138
ham,-0.18639481,-1.2321488,-1.450317,-0.7152159,-1.5469928,-0.7555465,-0.22328031,-0.87809885,0.91462314,1.4175316,-0.08786332,-2.375997,0.7483171,-1.0686716,-0.65929693,-0.42416194,-0.47901747,-0.223021,0.5467673,-0.02548616,-0.6981414,0.5665509,0.5621249,1.2237546,-0.04686925,-0.20133856,-0.09194338,-0.23943558,-0.08201066,0.024904013,-0.3063868,-0.9817573,0.69211507,0.8114331,0.18591687,-0.7663312,-0.5834047,1.1481912,0.9067565,0.6890283,0.07121143,0.39738655,0.1409116,-0.6446912,-0.9132595,-0.13793477,-0.4800542,-0.32792622,-1.1275411,-0.32214043
ham,-1.8260021,-0.75809073,0.6602907,0.45430833,-1.498022,0.19127932,-0.65146494,-1.5758286,-1.314269,0.015648901,0.43976575,-0.92675984,-1.5976231,-0.1654025,-1.187245,0.34259725,-1.4669014,-0.56334144,0.20697746,1.5624132,0.59828824,1.0958601,0.09209812,-1.5148718,1.4857341,-0.101506576,-0.48552173,0.20280594,-0.4687623,0.39215395,1.1224389,-2.0644424,-0.1399127,1.2793044,-0.016229331,0.40181386,0.26500407,0.51132166,-0.775028,-0.99141496,0.25383654,0.807161,0.2122537,0.1235289,0.43056357,-0.12182824,0.2177693,-0.9680562,-0.0107752085,0.20971617
ham,0.1654616,0.37194747,0.6962067,-0.7352743,-1.6707225,0.30532837,-0.523073,-1.0647876,-0.30853418,-1.1488174,0.9264214,-1.4884912,-0.7240455,0.00048664957,-0.8723584,0.2438913,0.8121612,0.38858303,0.3418411,-1.0180023,-0.2177881,-0.07230078,0.7562565,0.94861037,0.15910152,-0.7217024,-0.75338215,0.85972136,1.0418535,-0.08421621,0.21974474,-1.0626029,0.3736989,0.016694188,0.40169638,0.3091461,0.29049313,-0.16852811,-0.3646581,0.09955247,-0.028286994,0.5407555,0.27085656,0.23276871,-0.040142685,0.27456877,0.22227296,0.69410694,-0.37759632,0.49629965
spam,1.4962449,-0.603126,-0.07030892,-1.2959963,1.5236411,-0.57113993,0.06551859,0.4207655,-0.78110266,-1.0358448,0.4076547,-0.2687105,-0.0076133385,-0.16875736,0.8355495,-0.45821053,-0.58964443,-0.22030331,0.11392233,0.15656476,0.46607903,0.06911944,-0.6555255,-0.8193722,0.52342236,-0.08266327,-0.19571275,-0.4814846,0.3282227,-0.0082503855,0.12027713,0.18540944,0.8063546,0.58014166,-0.16357023,0.456311,-0.95840263,0.029759087,0.6633526,-0.11068438,0.1888301,-0.22659057,0.34309644,-0.073832035,-0.2568837,-0.0987566,-0.00055681914,0.3543878,0.05799371,-0.49253124
ham,-1.0421091,-0.5134346,0.6808536,0.048653632,-0.115201294,-0.37728104,0.21512477,-1.0708573,-0.5176619,1.2693784,-1.5961403,-0.49985376,1.0099008,0.4641684,-0.12011458,-1.5897233,-0.4717044,0.33534023,0.011845399,-0.21500565,0.837839,-1.1654459,-0.65131176,1.1086776,0.8423104,-0.109146416,0.86579466,-1.290698,0.4898155,0.9968768,-0.31213057,0.8591395,-0.50228804,0.8144834,-0.288949,0.6181778,-0.5622047,0.051471405,-0.32908303,-0.11409058,-0.57608235,-0.16073653,-0.22072083,0.7302694,0.42792624,0.33292595,-0.93695676,-0.095333904,0.3881468,0.2888531
ham,-0.86144483,0.71642023,-0.00962615,0.9116621,-0.65061784,-0.49128845,-0.26353723,0.1948529,0.7322563,0.3962999,0.44762152,-0.24830802,-0.62728155,1.3029485,-0.5604957,0.18253475,-0.55682385,1.0349569,0.6101798,-0.0796334,0.78102714,0.29711863,-0.19710167,-0.007828236,-0.45661616,-0.6987049,-0.4970969,0.0884524,-0.5547371,-0.2234469,0.16042858,-0.5627302,-0.29895735,0.2015919,-1.3511639,0.038498044,-0.2616663,-0.21167272,0.03606524,-0.2881175,0.5811107,-0.6309105,-0.0008147955,0.6890631,1.1746789,0.10802621,-0.29349723,-0.076387,0.2342549,-0.41642
ham,-0.03821242,-0.59330666,-0.5268546,1.0598158,0.35545522,0.3590037,-0.08052543,-0.53711224,1.1494021,1.445711,0.33561456,-1.1576952,-0.3098032,2.2704828,0.33454254,0.34074926,0.18784687,0.83310163,-0.46440196,-0.42303154,1.3052065,-0.031116601,-0.21256065,-0.38042575,0.5650058,1.9944887,-0.540718,-0.2712602,0.3085914,0.06468704,-0.17607954,-1.3891437,-1.0378766,-0.6495762,-1.2411053,0.21500576,-0.5741461,-0.16625795,0.48175108,0.77331156,1.252918,-0.51878834,-0.58561087,1.5764925,-0.109894544,-0.6492448,0.7099838,0.15582779,0.54333836,-0.6310339
ham,-0.5528877,2.176891,-0.24054277,0.68295294,0.3169015,-0.26278967,0.18715677,-0.78945804,-0.7765858,1.4791874,0.4143433,1.7876415,-0.104166836,-0.06654133,-0.7850639,0.32936198,-0.8238013,-0.0047410727,-0.4939348,-0.015421856,-0.62346023,0.7792028,0.0005992353,-0.6229028,0.42712525,-0.50477153,-0.91880435,0.027053952,-0.93054247,0.3218848,-0.048986442,-0.09925948,-0.01938397,0.9740372,0.17124373,-0.13792756,0.056635436,0.5931777,0.78871864,-0.5977147,-0.61149454,-0.05206041,0.7132809,0.10372652,-0.28822842,-0.3109607,0.5165833,-0.17449597,0.6646541,-0.17048192
ham,1.6172056,-1.2510631,2.8461645,0.4677089,-0.07403666,0.059082918,0.18960163,-0.25862643,2.208123,-1.1571734,0.031785987,0.1433835,-0.737654,-0.8786925,-0.68032926,0.6120016,0.023410946,0.6611357,1.3303908,0.30958098,-0.4254132,-0.031722013,1.6312864,-0.60598886,-0.57285357,1.105823,0.39361426,0.2070114,-0.6303531,0.50134015,-0.119092606,-1.0044315,-0.37722504,-0.26464757,-0.67308503,0.40660715,0.47530067,-0.055316575,-0.7338431,0.71970063,-0.7434027,0.82734287,0.9848865,-0.4197327,0.1942308,0.13833708,0.101210676,-0.01665783,0.17556441,0.56307185
spam,2.5668373,0.44257993,0.65553,-0.8368362,-0.38318378,-0.076699845,-0.96381843,-0.9471649,1.8585448,-0.37182376,-0.5559234,0.10460785,0.26459962,0.7860595,0.5621973,-0.5849661,0.20881718,-1.1638726,-0.58332735,0.47713038,0.5387447,0.81207067,-0.56213576,0.13378757,-0.3065353,-0.046709992,-0.13978505,0.008430004,0.6618657,0.17746088,0.3768453,0.5491638,0.31586704,-0.7452682,0.555152,0.19922882,0.22471043,-0.07235018,-0.29913527,-0.16128783,-0.3266061,0.11601877,-0.11556141,0.028788656,0.60701716,0.0061759353,0.36122072,-0.37023678,-0.4896317,0.049033232
ham,0.68432397,0.3737244,-0.9653979,1.3508029,-0.034826934,0.16238344,-0.30490017,0.7987318,0.68236065,0.8430599,-0.2319898,-1.377633,-0.046453238,1.2054176,-0.39564586,1.308152,0.7955096,0.38862315,0.37270883,-0.10678099,0.35775352,-0.37782043,-1.0152755,-0.52766454,1.00178,-0.3667288,-0.27636626,-1.1588595,-0.37874094,-0.7236386,0.18270656,-0.21871439,-0.990056,0.80575716,-0.8205903,-1.327786,1.4185354,-0.5695196,-0.7108646,-0.09715314,-0.3404925,-0.17177847,-0.7837317,0.6231863,0.37568766,-0.4822268,-0.034896307,-0.45737,-0.25137907,0.112115584
ham,-2.1474476,2.216956,-0.07292509,1.1516395,2.4147117,0.54283154,-1.0507693,-0.8390417,-0.9006181,-0.2774373,-0.9862357,0.95488304,-0.17775756,-0.1290983,0.37426174,0.34575778,0.37437984,-0.575482,-0.8614456,0.05184072,-0.39111173,-0.24520613,-0.6836909,0.08628678,0.08541134,-0.41339496,0.27455035,0.074845195,0.30756932,0.3362878,-1.1225555,-0.23048379,-0.47942978,-0.0054575056,-0.94630814,-0.70057106,0.3253653,-0.00041199476,0.5852525,-0.27853286,-0.5071342,-0.10243389,-0.041245148,-0.37210888,0.5154377,-0.014459908,0.28647158,0.0671635,0.22691092,0.32310256
ham,-0.15073466,0.51730114,1.1925638,-0.29038078,-0.18785793,-0.0944578,-0.011034548,0.10510881,-0.09646252,-0.08175248,-0.36846864,-0.2674759,0.97577953,-0.7003473,0.3549378,0.5383494,0.54058754,0.9954343,-0.5474718,-0.08454594,0.25656492,-0.2390084,0.5182658,-0.43082336,0.37017396,0.46576938,-0.30510795,0.1404056,-0.0043611377,-0.63456386,-0.47395015,0.42036152,-0.17081946,0.66818297,0.45797747,1.4154269,-0.29086804,-0.4448553,-0.94388634,0.27128524,9.36687e-05,0.66066873,0.08644906,-0.593606,0.8286656,0.6438383,0.105594195,0.23484823,0.28635737,-0.5823754
ham,0.17103887,0.24055809,-1.2758884,0.72012305,-0.9986103,1.1154712,1.1455319,0.4731738,1.3533298,1.2652605,0.94759303,0.1901381,-0.7936561,1.4600627,0.50629216,-0.1082623,0.28259623,-0.9026973,-1.2886292,0.49746713,0.49081343,-0.1792972,-0.16178945,-0.22286204,-0.2649575,0.66072625,0.2024821,-0.5147089,-0.88446045,-0.075748324,0.679175,-0.50011927,0.20526016,-0.118151456,0.9854086,-0.026332557,-0.8360839,-0.24294925,-0.12977336,0.44324234,-0.039669707,0.100547075,0.5270919,-1.1892394,-0.5948309,-0.28381646,0.6127883,0.08446479,-0.7460622,0.647272
ham,-0.8399894,-0.9693467,-0.6181388,-0.5091824,0.7579364,1.1260684,0.881898,-2.2866273,-0.29297557,0.40419722,-0.003880553,-0.45168412,-1.8216513,0.23325226,0.5578215,-0.8837647,-0.36274168,0.7609689,-0.2513441,-0.52524316,-0.017327458,1.0880476,-0.37190574,-0.3308536,-0.88824403,-0.102341846,1.0778586,-0.69902897,0.09831175,-0.38492352,0.030957155,0.037696943,0.040228166,0.019077808,-1.1988685,0.65186316,0.97443724,-0.81316715,0.29889807,-0.31266642,-0.6205595,-0.23980829,0.50834614,-0.6192832,0.17566739,0.13295567,-0.39078057,-0.38381842,-0.06890172,0.039453857
spam,2.6487613,-0.079728484,2.0423448,-1.1273146,0.265045,1.1107161,-0.13393363,-1.0282991,0.28786933,0.4745376,-0.1199353,0.0872052,-0.99647534,0.3612105,0.6880146,-0.08023098,0.30808353,-0.32398012,0.56945425,-0.8997052,-0.5390542,0.9776395,-0.70792025,0.34397942,0.5530398,-0.56175953,-0.09109247,0.36257404,1.0731479,0.44094113,0.6861936,0.46319664,-0.8579875,0.124269724,0.38536593,-0.274947,0.20540708,-0.29154366,-0.41826355,0.19715978,0.3409298,0.48001763,-0.20373224,0.5828269,-0.40218773,0.044261605,0.66262376,0.5068958,-0.07486886,-0.13315833
ham,-0.9945314,-1.4867921,0.92664003,-0.5771152,-0.9058255,-0.7814545,0.7015444,0.034266084,2.6334636,0.007723868,0.8369916,-0.6091865,-1.0179623,0.17975092,0.32312974,0.7033623,-0.103471905,-1.0428402,0.023116078,-0.1762572,-1.4571218,0.16517931,0.2867592,-0.14572287,0.13546732,-0.87957263,0.5129256,0.5872869,-0.26194602,-0.43154424,0.67435277,-0.86438066,-0.6567325,0.5442158,-0.20069776,0.7704468,0.5497771,-1.0343484,1.4752628,0.49358487,-0.8446467,0.9048836,-0.27511826,-0.013652921,0.5296788,-0.015669942,-0.22215128,-0.13907553,-0.04903072,0.18308327
ham,-1.794945,-1.2782853,1.1324317,1.0576062,-0.74306846,-2.7222126,-0.6980202,1.4994419,-0.75903964,0.40426672,1.0730878,-0.75372183,-1.4612719,-1.1418082,-0.71691686,0.63426965,-0.45543227,0.22348285,-0.6329226,-0.5165659,1.8571255,1.1829282,-0.65036184,0.027863026,-1.454448,1.4107375,0.10324639,-0.25360477,-0.5610047,-0.0045848787,-0.8873275,0.3724736,0.10226062,-0.10677585,-0.33043042,-0.2281693,0.06661874,0.086422645,0.26107007,-0.43837148,0.2881531,0.72754085,0.49104422,-0.13642746,-0.52113867,-0.19902913,0.8273319,-0.987136,0.30106905,-0.36683428
ham,0.5526033,-0.7432395,-2.4317982,1.2266209,0.346294,-0.62635773,-1.1206819,0.53581977,-0.064582914,-0.5657393,-0.16260603,0.3806999,-0.52817845,-0.48284835,0.76090527,0.8418941,0.11040059,0.712047,0.19489728,0.32593623,-0.64158505,-1.2814044,0.8258582,0.7667118,-0.24799474,-1.4809964,0.47723714,-0.6003042,0.24832031,-0.55549634,-0.18463776,0.28481704,0.78492796,-0.34533027,1.0231905,-0.3434048,0.18417555,0.8105029,-0.14996953,0.28316754,0.86668,0.37732193,1.6991113,-0.11534169,0.7339101,-0.44915444,0.029933833,-0.17678519,0.08744025,-0.9020959
ham,-1.3524504,0.83153576,1.3596778,0.21275808,0.32541543,-1.3106735,-1.454201,0.47776833,-0.56406736,0.50927,-0.2966662,-1.5673504,-0.96150506,0.107284896,0.14340882,0.6084741,0.40619466,-0.26110262,0.050768256,-1.1486394,-0.14657173,-0.24372631,0.5490694,0.21967286,-0.03139651,0.1813666,-1.0725307,-0.19535714,-0.16640817,-0.48122293,0.1703291,0.53296185,-0.34559914,-0.6639817,0.41644886,0.034776747,-0.1188533,-0.7715822,0.22300072,-0.13868459,0.32929108,0.0472337,0.22260319,-0.88369477,0.1945554,0.26461986,0.048882388,-0.49113134,0.10823417,-0.5258871
ham,-1.4240892,-0.026524007,-0.23862493,0.2942855,-0.30703276,-1.8005323,-1.4476306,1.8594556,-0.620175,-0.68081844,-1.1510702,0.34553564,-0.39884174,-0.4196162,0.24649315,-0.71183497,0.5018575,-0.2564764,0.09598084,-1.271051,0.8294736,0.40447176,0.9524973,0.34042603,-1.279434,-0.16001633,0.53554904,-1.5859749,0.13352002,0.2951687,-0.49994445,-0.4620148,-0.56090415,-0.42608055,0.3641412,-0.29622528,0.604252,-0.1906608,0.88319653,0.42123008,0.43981355,0.32749566,-0.83806795,-0.1306788,0.20004079,0.49543467,-1.444945,-0.8412185,0.1749366,0.15550727
ham,-1.8561194,-2.701218,0.5995202,-2.4193342,1.4517865,-0.36085114,0.6239289,-0.21175393,1.379004,-0.48757634,-0.009462692,-0.33959955,1.6043869,1.9435768,0.38744926,-0.52288496,0.8142091,0.5263624,0.0645307,0.6218843,1.0693684,0.6171815,-0.07892056,-0.006439239,0.25715736,-0.23923567,-0.29954803,-1.0221262,-0.16775435,-0.5027692,-0.36293828,0.22299142,-0.8554842,-0.6764748,-1.303505,-0.16676435,0.35420176,0.7267796,-0.13673444,-0.30206764,-0.2592957,-0.7889168,0.4952088,0.6142017,0.22153446,0.10488671,0.050265796,-1.1828275,0.2746173,-0.4009964
ham,0.47738504,-0.9708487,-0.15546429,0.04640782,-0.77522063,2.6304119,0.25119784,-1.1913341,-0.98691225,0.25356573,0.95480233,-0.8787123,-0.64628077,-1.6295669,1.1176302,-0.83319557,-1.4878652,0.2946153,0.3118669,0.6903774,0.32146952,0.43250218,-2.1925023,1.4813302,0.015647173,0.2906035,-0.6602845,0.04151106,-0.14447254,0.17167807,0.8822274,-1.02268,0.4390884,-0.058165252,-0.23675162,0.54069835,0.0844688,0.37074617,-0.6563246,-1.2386063,-0.04184611,1.4841453,-0.2374939,-0.6140202,-0.2496964,-0.90484214,0.7254716,1.6239069,0.78466684,-0.22318813
ham,0.24214518,0.568194,-0.23408788,-0.4235835,-0.63307655,-0.21086854,0.8632601,0.13047184,-0.9891523,0.21704295,-0.059001036,-0.7316378,0.45845973,0.33383387,0.7372504,0.35824668,0.10722545,-0.8526021,0.040250614,0.35731456,-0.102250576,-0.73407763,-0.15650444,0.4802149,-0.36366427,0.37871346,0.26252514,-0.13605395,-0.2258592,-0.33432668,0.6206628,0.5241346,-1.0024427,-0.9227406,-0.4964847,0.39324844,-0.20875606,0.054318078,-0.04310999,0.16080558,0.20472565,-0.28260776,0.2147009,-0.47377908,-0.60362923,-0.27516913,0.00074412674,-0.06946269,0.19059142,-0.46576744
ham,0.65295684,0.28425056,-2.0711107,0.7998756,1.1097226,-0.4079408,0.9994792,-0.82508814,0.3281689,-1.2195004,-0.7123399,0.8974603,-0.87965715,-0.19363213,0.8461526,0.6798081,0.3864061,-1.3201675,0.1315793,-0.66125065,0.27505723,0.36789498,-1.2152629,-0.15487558,0.8629184,-0.62791204,-0.4749512,-0.24774863,0.6580075,1.7270093,-0.48272523,0.528488,0.024230292,-0.36456385,-0.6239988,-0.28705287,-0.79829466,-0.25694552,0.18417059,0.98054856,-0.1257801,0.65507984,0.2480747,-1.3794316,0.3822155,0.6561326,0.43619853,-0.08591834,-0.31598413,0.03686674
ham,0.48984188,0.7654595,2.2920892,0.060286954,0.65265054,-0.18794101,1.1699948,-0.08857773,-0.82772934,-0.2965717,0.2434744,-0.010415291,0.47193947,-0.5298027,-0.17026503,0.70117015,-0.37627384,0.25516573,-0.14435393,-0.42298633,0.4705388,-0.021860085,-0.7407685,-0.7742434,0.13300136,0.24543668,-0.062119752,0.4830026,-0.043287292,-0.4843138,-0.38808182,0.41602683,-0.6728193,-0.31744462,-0.50751585,0.39168054,0.28096664,-0.9427824,-0.472787,-0.06175444,0.7977956,0.47979897,0.42024374,-0.07010004,0.0060201287,-0.44282252,-0.33660752,0.30336317,-0.75482434,-0.35534415
ham,0.4473291,0.56662315,-0.02924323,1.1614605,0.47401983,-1.7811277,-1.1605101,0.47688118,-2.3527546,0.42531684,0.39504212,0.46528506,-0.44603494,-0.48813173,0.58736545,-0.7633406,-0.7453375,-0.42104933,0.008349132,0.63772655,0.5521363,-0.07925479,1.8351004,-0.5219462,-0.14968902,-0.71506625,0.3255568,0.6059107,0.46904078,0.31494838,0.4925943,-0.0553198,-0.5209004,-0.008502141,0.21671972,-0.25202605,-0.11179927,0.527132,-1.5131437,-0.6567897,0.22084644,0.035783112,0.058621854,0.19742881,0.30123037,-0.09104049,0.24856442,-0.3263627,-0.5785617,0.49226466
ham,-1.4049766,0.7699401,0.9942038,-0.3337646,1.659426,0.95723486,0.18561126,-1.1054332,0.72835493,-0.23540673,-0.07952244,-0.4859935,-1.0914428,-0.45255607,0.70985264,-0.52262074,-0.049020022,1.0514112,-0.3213082,-0.87237525,-0.19942778,-0.51836663,0.26805386,-0.4447595,0.23920646,-0.30091512,-0.09570956,0.1751445,-0.112496406,-0.615519,-0.28067625,-0.2720672,0.88513035,0.42472664,-0.08424872,0.67509425,-0.2334255,-0.4479867,-0.56375414,0.5155069,-0.18045712,-1.0565897,0.3488205,0.44551477,-0.97109246,-0.13251205,-0.3318187,0.20702645,-0.18304837,-0.47434217
ham,1.7997534,1.7406266,-0.11045474,0.023113117,-0.043231964,0.03919933,-0.6251498,0.20357876,0.255872,-0.069004685,0.88550377,-0.12710245,-0.11828452,-0.24901196,0.18753631,0.27787763,0.4607845,0.9481865,0.17208393,-0.14873953,-0.12146065,0.85914975,0.533531,-0.37378985,0.2966844,-0.667739,1.1033747,-0.7699019,0.20510718,-0.09017065,0.24023107,0.9729009,-0.22146918,0.2229952,-0.2586788,-0.37205714,0.114610404,0.87657404,0.09764153,-0.14793278,-0.09428802,-0.31760508,-0.76479375,-0.049574643,-0.14970776,0.004383594,-1.2058057,-0.1049753,0.048690915,0.33703917
ham,1.4288095,-0.22270241,0.15721703,1.2347413,0.49773198,-1.0494019,0.868031,-0.15846583,-1.2298781,-0.48851416,-0.16779459,1.697259,-0.9649242,-0.32688078,-1.7890188,-0.037129045,-1.0843345,0.40843883,-0.12341568,0.8368606,0.95687175,-0.6278404,-0.024081632,0.07924825,-0.5558227,-0.62868685,-0.42141062,0.41196638,0.8656224,0.3491878,0.83575875,-0.75067383,0.36258832,0.7911513,0.05286637,0.1311554,-0.32786876,0.5597817,-0.44064343,0.08624488,-0.7050215,-0.2364428,-1.2325131,-0.23442605,0.41402504,0.92563987,0.300368,-0.0694707,0.8388246,-0.4336979
